Time,x,y,z
19-06-2024 07:03:00,-0.77595, 4.6849504, 8.548051
19-06-2024 07:03:10,-0.08400001, -0.006, -9.97605
19-06-2024 07:03:20,-0.096, -0.018000001, -9.97605
19-06-2024 07:03:30,-0.11895001, -0.01305, -9.979051
19-06-2024 07:06:49,-0.14595, -0.025050001, -9.92805
19-06-2024 07:23:05,-0.13095, -0.01305, -10.003051
19-06-2024 07:23:26,7.6510506, -5.8830004, -1.09305
19-06-2024 07:24:05,-7.8150005, -0.25800002, 5.7990003
19-06-2024 07:24:19,-0.62700003, 1.401, 9.99705
19-06-2024 07:24:30,-2.6800501, 0.67800003, 9.73095
19-06-2024 07:25:22,0.94305, 2.3830502, 8.7949505
19-06-2024 07:25:51,-1.9039501, 0.75705004, 9.81
19-06-2024 07:26:15,-1.0129501, 0.92700005, 9.760051
19-06-2024 07:26:26,-0.99105006, 0.546, 9.897
19-06-2024 07:26:44,-0.25800002, 1.5139501, 9.669001
19-06-2024 07:26:55,-0.67005, 0.87405, 9.727051
19-06-2024 07:27:37,-0.07395, 1.50705, 9.691051
19-06-2024 07:28:27,0.36600003, 2.77605, 9.264001
19-06-2024 07:29:10,7.7140503, -0.33705002, -6.0720005
19-06-2024 07:29:44,-5.484, 9.04395, -2.94705
19-06-2024 07:30:36,-4.9549503, 8.347051, -0.21405001
19-06-2024 07:30:54,1.00995, 5.5009503, 9.68595
19-06-2024 07:31:05,-0.13605, 5.8320003, 8.77095
19-06-2024 07:31:23,2.04195, -0.37995002, 10.504951
19-06-2024 07:31:52,-0.105000004, -0.05595, -9.98295
19-06-2024 07:33:04,-0.117000006, -0.09195001, -10.029
19-06-2024 07:33:24,7.2660003, 4.749, -8.44305
19-06-2024 07:33:35,0.37995002, 3.4009502, 9.06105
19-06-2024 07:33:58,-0.141, 0.01695, -8.53695
19-06-2024 07:39:38,-0.117000006, 0.13395001, -9.97605
19-06-2024 07:48:59,-0.12705001, 0.14595, -10.00695
19-06-2024 07:54:00,-0.096, 0.12705001, -9.997951
19-06-2024 07:56:17,6.1380005, 3.75795, 1.4929501
19-06-2024 07:57:27,-0.12195001, -0.040050004, -10.000051
19-06-2024 08:00:33,6.2050505, 6.4159503, 5.17395
19-06-2024 08:00:46,0.25305, 5.1060004, 8.067
19-06-2024 08:01:08,0.22695, 0.13695, 9.757951
19-06-2024 08:01:40,0.09705, -0.12105001, 9.721951
19-06-2024 08:03:05,0.07095, -0.09705, 9.81795
19-06-2024 08:03:53,0.09, -0.11595, 9.849001
19-06-2024 08:04:27,0.08595, -0.109050006, 9.82005
19-06-2024 08:04:43,0.09705, -0.126, 9.748051
19-06-2024 08:06:23,0.078, -0.11895001, 9.79605
19-06-2024 08:07:04,0.112050004, -0.11100001, 9.84195
19-06-2024 08:09:00,0.08595, -0.11100001, 9.801001
19-06-2024 08:10:35,0.052050002, -0.10005, 9.83205
19-06-2024 08:12:40,0.093, -0.102000006, 9.868051
19-06-2024 08:13:40,0.078, -0.126, 9.837001
19-06-2024 08:14:02,0.10005, -0.11595, 9.81795
19-06-2024 08:15:25,0.24405001, 0.010050001, 9.777
19-06-2024 08:25:34,-0.11505, 0.036000002, -9.997951
19-06-2024 08:25:44,-0.12195001, 0.01695, -10.045951
19-06-2024 08:28:37,-0.14295001, 0.01695, -10.041
19-06-2024 08:31:24,0.32700002, 4.21995, 10.27305
19-06-2024 08:31:42,13.05, -10.82205, 5.9830503
19-06-2024 08:31:59,5.3899503, -8.580001, -4.5540004
19-06-2024 08:33:36,0.26805001, 2.4810002, -9.61695
19-06-2024 08:33:57,8.752951, -8.70495, -5.79195
19-06-2024 08:34:36,7.80495, -4.638, -5.45205
19-06-2024 08:34:49,5.6179504, -7.1959505, -0.19005
19-06-2024 08:36:30,4.7650504, 5.7310505, 5.8950005
19-06-2024 08:37:07,7.1940002, -4.04895, 4.4029503
19-06-2024 08:37:17,6.9930005, -3.6780002, 4.539
19-06-2024 08:37:27,4.4419503, -2.1660001, 3.2980502
19-06-2024 08:38:03,5.49795, -4.39605, 7.2049503
19-06-2024 08:38:17,5.268, -4.71, 5.94495
19-06-2024 08:38:30,0.006, 4.5820503, 7.8439503
19-06-2024 08:38:46,-9.108001, 4.254, -4.0030503
19-06-2024 08:38:57,-7.6780505, 5.98995, -0.78900003
19-06-2024 08:39:10,-1.76505, 9.010051, 3.9810002
19-06-2024 08:39:31,-0.22005, 2.4409502, 9.703051
19-06-2024 08:39:43,8.133, -3.69405, 4.25595
19-06-2024 08:39:53,7.11, -4.71705, 3.35805
19-06-2024 08:40:06,6.43905, -4.74795, -2.046
19-06-2024 08:40:17,7.5079503, -8.96805, 7.5060005
19-06-2024 08:41:43,0.53805, 4.73295, 8.677951
19-06-2024 08:47:27,-0.19800001, -0.010950001, 9.78195
19-06-2024 08:47:37,-0.15495001, -0.006, 9.784051
19-06-2024 08:47:48,-0.18900001, -0.034950003, 9.8539505
19-06-2024 08:47:58,-0.177, -0.034950003, 9.82695
19-06-2024 08:48:15,-0.15300001, -0.025050001, 9.801001
19-06-2024 08:49:16,-0.18405001, -0.016050002, 9.81795
19-06-2024 08:51:58,-0.109950006, -0.00405, 9.86295
19-06-2024 08:52:13,0.72300005, 0.17295001, 9.777
19-06-2024 08:57:58,0.70305, 0.18900001, 9.7890005
19-06-2024 08:58:08,0.73200005, 0.177, 9.7890005
19-06-2024 09:03:16,0.72300005, 0.18495001, 9.760051
19-06-2024 09:05:46,6.459, 1.7359501, -4.137
19-06-2024 09:05:56,0.21495001, 3.39105, 9.02295
19-06-2024 09:06:15,-0.87900007, 7.3740005, 4.776
19-06-2024 09:06:28,0.53295004, 4.06395, 8.224951
19-06-2024 09:06:38,-1.7740501, -9.505051, 0.71400005
19-06-2024 09:06:56,-5.07705, -8.286, -3.8380501
19-06-2024 09:07:24,-7.491, -5.66295, -4.9080005
19-06-2024 09:08:05,-3.8509502, -2.4510002, -9.552
19-06-2024 09:08:15,-5.1439505, 4.2780004, 1.1050501
19-06-2024 09:09:17,2.49705, -6.7429504, -4.6470003
19-06-2024 09:09:28,-8.62695, -2.8300502, 1.725
19-06-2024 09:10:18,-3.0990002, 6.30105, 5.8609505
19-06-2024 09:10:31,-6.1740003, -5.484, 5.3250003
19-06-2024 09:10:41,-5.6280003, -5.9940004, 4.992
19-06-2024 09:10:57,-7.3669505, -8.83395, 3.38895
19-06-2024 09:11:08,-5.84805, -6.09705, 5.63595
19-06-2024 09:11:18,-5.7910504, -6.0370502, 5.16195
19-06-2024 09:11:50,-7.5919504, -6.111, 3.8539503
19-06-2024 09:12:01,-5.307, -6.5280004, 3.183
19-06-2024 09:12:21,-3.1900501, -6.69495, 1.11405
19-06-2024 09:12:32,-4.3390503, -9.342, 4.386
19-06-2024 09:13:18,-8.530951, 2.3830502, -4.2330003
19-06-2024 09:15:46,-7.7359505, 5.6620502, -8.521951
19-06-2024 09:15:56,-2.9910002, -0.022950001, -9.576
19-06-2024 09:16:39,-4.5139503, 3.9420002, 8.656051
19-06-2024 09:16:52,1.6609501, 5.109, 7.9590006
19-06-2024 09:17:05,-0.22005, 7.6789503, 6.2250004
19-06-2024 09:17:42,0.84705, 3.89895, 8.54595
19-06-2024 09:18:13,10.273951, -6.906, -6.0199504
19-06-2024 09:18:24,0.72, -6.6190505, -1.4569501
19-06-2024 09:18:50,1.1920501, 9.80805, -0.80805004
19-06-2024 09:19:06,2.1430502, 1.8709501, 4.053
19-06-2024 09:19:33,-0.75405, -2.9329503, 7.45905
19-06-2024 09:19:43,-0.30405003, -1.8790501, 9.74295
19-06-2024 09:19:54,4.1470504, -6.6880503, 8.82405
19-06-2024 09:20:05,8.652, -4.06605, 5.3890505
19-06-2024 09:20:18,-1.26705, 8.919001, -4.434
19-06-2024 09:20:31,-1.8610501, 4.63005, 9.139951
19-06-2024 09:20:42,8.949, -2.22105, 5.6910005
19-06-2024 09:20:54,8.88, -3.2899501, -0.70305
19-06-2024 09:21:19,8.96895, -1.9030501, 0.89895004
19-06-2024 09:21:42,7.7880006, -3.1320002, -6.45795
19-06-2024 09:21:57,-5.37405, 7.8870006, -0.44595003
19-06-2024 09:22:08,-2.634, 2.5530002, 9.957001
19-06-2024 09:22:38,-2.5789502, 4.6800003, 9.589951
19-06-2024 09:23:03,13.888051, -8.628, 3.6700501
19-06-2024 09:24:43,0.43800002, 2.7880502, 9.39105
19-06-2024 09:25:07,-5.75505, 5.6980505, -5.0779505
19-06-2024 09:25:21,-2.598, 2.9509501, 15.93
19-06-2024 09:25:35,6.73605, -2.97795, -8.170051
19-06-2024 09:25:56,0.028050002, 0.076950006, -9.993
19-06-2024 09:26:27,0.034950003, 0.08595, -9.99495
19-06-2024 09:27:13,0.016050002, 0.105000004, -9.94995
19-06-2024 09:28:04,0.040050004, 0.10305001, -10.000051
19-06-2024 09:29:48,-5.2759504, 4.4880004, 2.17995
19-06-2024 09:30:00,2.6190002, -0.33705002, 9.448951
19-06-2024 09:31:33,-0.079050004, 0.30195, 9.721951
19-06-2024 09:32:23,-0.08595, 0.33495003, 9.748051
19-06-2024 09:33:35,-0.109950006, 0.32805002, 9.790951
19-06-2024 09:34:50,-0.109950006, 0.32595003, 9.813001
19-06-2024 09:36:46,-0.12705001, 0.31095, 9.82695
19-06-2024 09:37:24,-0.097950004, 0.34305, 9.766951
19-06-2024 09:37:50,-0.12900001, 0.32595003, 9.83895
19-06-2024 09:38:40,0.23400001, 0.156, 9.813001
19-06-2024 09:38:52,-0.060000002, 2.223, 9.139951
19-06-2024 09:39:05,-0.109950006, 1.95, 10.081051
19-06-2024 09:39:16,0.34905002, -0.14505, 9.564
19-06-2024 09:39:27,0.19800001, 4.4760003, 8.769
19-06-2024 09:41:07,-2.9839501, 5.6790004, 7.3120503
19-06-2024 09:42:04,6.3370504, 3.2239501, 6.02895
19-06-2024 09:43:33,3.8029501, 0.94605005, 9.195001
19-06-2024 09:43:45,0.19605, 0.097950004, 9.8560505
19-06-2024 09:44:14,0.186, 0.12705001, 9.729
19-06-2024 09:48:27,0.22905001, 0.15105, 9.802951
19-06-2024 09:49:35,0.20295002, 0.12195001, 9.798
19-06-2024 09:57:29,0.21000001, 0.120000005, 9.82005
19-06-2024 09:57:40,0.21195, 0.13395001, 9.81
19-06-2024 09:59:46,0.19305001, 0.14895001, 9.766951
19-06-2024 10:00:06,0.22005, 0.07005, 9.79605
19-06-2024 10:07:13,0.60495, 4.92705, 8.15295
19-06-2024 10:07:23,0.40905002, 3.6139503, 9.019951
19-06-2024 10:07:49,1.848, 2.5080001, 8.635051
19-06-2024 10:08:00,-0.16695, 3.44895, 8.72295
19-06-2024 10:08:10,0.55005, 3.08505, 9.328951
19-06-2024 10:08:30,0.9979501, 4.36905, 8.805
19-06-2024 10:08:48,0.74700004, 3.7440002, 9.16905
19-06-2024 10:09:00,1.2540001, 4.0020003, 8.812051
19-06-2024 10:09:37,-0.28500003, 3.6409502, 9.097051
19-06-2024 10:10:27,0.711, 0.28005, -9.543
19-06-2024 10:19:33,-0.16305001, 0.01905, -9.981001
19-06-2024 10:25:28,-0.13095, -0.010950001, -10.01895
19-06-2024 10:27:01,0.86895007, -3.6780002, 12.65295
19-06-2024 10:28:02,0.21705002, 0.13905, 9.766951
19-06-2024 10:29:29,0.27, 0.112950005, 9.70005
19-06-2024 10:29:57,0.24795002, 0.112950005, 9.784051
19-06-2024 10:30:19,0.23895001, 0.109950006, 9.717
19-06-2024 10:30:31,0.23400001, 0.13905, 9.849001
19-06-2024 10:31:59,0.27495003, 0.058050003, 9.71895
19-06-2024 10:32:30,0.25095, 0.061950002, 9.84405
19-06-2024 10:33:33,0.25305, 0.048, 9.80805
19-06-2024 10:34:32,0.24105, 0.055050004, 9.73095
19-06-2024 10:35:36,0.25095, 0.028950002, 9.77505
19-06-2024 10:35:46,0.11400001, -0.15900001, 9.802951
19-06-2024 10:36:26,0.26295, 0.02205, 9.84195
19-06-2024 10:36:49,0.30795002, 0.13395001, 9.790951
19-06-2024 10:38:16,0.25305, 0.12900001, 9.81
19-06-2024 10:38:37,0.282, 0.11505, 9.849001
19-06-2024 10:39:06,0.28395, 0.096, 9.754951
19-06-2024 10:39:33,0.25605002, 0.10305001, 9.80805
19-06-2024 10:39:43,-5.84595, -0.58095, 3.07095
19-06-2024 10:43:49,0.081, 0.23505001, 9.81795
19-06-2024 10:44:46,0.057000004, 0.23700002, 9.801001
19-06-2024 10:49:29,0.052050002, 0.23205002, 9.790951
19-06-2024 10:49:44,0.066, 0.25395, 9.777
19-06-2024 10:49:55,0.078, 0.23700002, 9.837001
19-06-2024 10:52:32,0.04695, 0.23505001, 9.80595
19-06-2024 10:54:42,0.066, 0.28005, 9.7890005
19-06-2024 10:56:05,0.052050002, 0.24195, 9.790951
19-06-2024 10:56:16,0.064050004, 0.252, 9.70005
19-06-2024 10:57:19,0.08805001, 0.23505001, 9.83205
19-06-2024 10:57:29,0.069000006, 0.24705002, 9.66405
19-06-2024 11:00:24,0.061950002, 0.23205002, 9.82005
19-06-2024 11:06:47,0.07395, 0.23505001, 9.71895
19-06-2024 11:12:26,0.058950003, 0.24705002, 9.814951
