Time,x,y,z
27-05-2024 12:08:48,0.18795002, 4.29195, 9.97305
27-05-2024 12:08:58,-0.84495, 2.9869502, 9.45405
27-05-2024 12:09:08,1.3410001, 2.53605, 9.21195
27-05-2024 12:09:18,-0.78300005, 5.334, 7.96605
27-05-2024 12:09:29,0.61995006, -0.11100001, 9.754951
27-05-2024 12:10:26,0.56700003, -0.109050006, 9.83205
27-05-2024 12:10:37,0.53805, -0.123, 9.76305
27-05-2024 12:10:56,0.57405, -0.123, 9.777
27-05-2024 12:11:43,0.54795, -0.09705, 9.729
27-05-2024 12:13:36,0.56895, -0.135, 9.8220005
27-05-2024 12:14:10,0.57405, -0.09705, 9.801001
27-05-2024 12:15:58,11.871, -1.0309501, 0.67305005
27-05-2024 12:16:46,11.625001, -1.149, 2.9250002
27-05-2024 12:16:56,6.6670504, -3.6370502, -5.4420004
27-05-2024 12:17:20,3.4000502, 9.007951, 8.6320505
27-05-2024 12:17:41,-5.3809505, -5.6920505, -9.36795
27-05-2024 12:18:23,-0.666, -0.90195006, 9.715051
27-05-2024 12:18:33,-0.62505, -0.84195006, 9.696
27-05-2024 12:20:55,-5.1780005, 4.9240503, 11.48505
27-05-2024 12:21:28,0.351, 5.8699503, 7.9950004
27-05-2024 12:21:40,2.322, -0.64995, -7.761
27-05-2024 12:22:03,0.12105001, -1.0309501, -9.33405
27-05-2024 12:22:20,0.09705, -0.89205, -9.981001
27-05-2024 12:31:37,0.08295, -0.86595005, -9.991051
27-05-2024 12:35:29,0.093, -0.85395, -10.009951
27-05-2024 12:41:41,0.21195, -0.85605, -9.969001
27-05-2024 12:42:17,0.39705002, -0.95895004, -9.933001
27-05-2024 12:42:33,0.38205, -0.94695, -9.967051
27-05-2024 12:46:31,1.67805, 4.872, 4.96995
27-05-2024 12:46:43,-5.62305, -1.04595, -1.23405
27-05-2024 12:46:55,0.59805006, 0.13905, -9.98595
27-05-2024 12:48:20,0.58095, 0.120000005, -9.979051
27-05-2024 12:49:20,-7.5460505, 0.13905, 5.1709504
27-05-2024 12:49:30,-10.75605, 0.141, 3.2650502
27-05-2024 12:49:43,-0.08400001, 5.1610503, 7.518
27-05-2024 12:50:02,0.47595003, 0.56805, 9.52095
27-05-2024 12:50:32,0.36795002, -0.432, 9.76305
27-05-2024 12:50:51,0.29595003, -0.40395, 9.733951
27-05-2024 12:51:14,0.102000006, -0.291, 9.71895
27-05-2024 12:51:38,-0.69900006, -0.16695, 9.769951
27-05-2024 12:52:30,0.025950002, -0.294, 9.769951
27-05-2024 12:52:43,-0.03795, -0.25800002, 9.834001
27-05-2024 12:53:19,-0.043050002, -0.23805001, 9.79605
27-05-2024 12:53:32,-0.12705001, -0.24795002, 9.753
27-05-2024 12:53:48,0.018000001, -0.26700002, 9.80805
27-05-2024 12:53:59,0.025950002, -0.23595001, 9.717
27-05-2024 12:54:35,-0.043050002, -0.231, 9.79605
27-05-2024 12:55:31,0.022950001, -0.27405003, 9.813001
27-05-2024 12:56:00,-0.03795, -0.25005, 9.814951
27-05-2024 12:56:44,-0.00705, -0.22905001, 9.739051
27-05-2024 12:57:12,0.010950001, -0.20700002, 9.79605
27-05-2024 12:57:31,0.028050002, -0.22605, 9.84405
27-05-2024 12:58:17,5.8690505, 8.31105, -1.3570501
27-05-2024 12:58:27,-1.7190001, -0.70095, 8.74905
27-05-2024 12:58:42,-8.56005, -1.1200501, 14.359051
27-05-2024 12:59:03,4.1350503, 8.61705, -1.5820501
27-05-2024 12:59:53,0.34695002, -0.59805006, 9.772051
27-05-2024 01:00:44,0.34695002, -0.60195005, 9.79395
27-05-2024 01:01:03,-5.4889503, 1.7839501, 12.39
27-05-2024 01:01:21,-0.0019500001, -0.32205, 9.8220005
27-05-2024 01:02:01,0.54795, 3.39105, 9.228001
27-05-2024 01:02:20,1.2349501, 5.025, 13.053
27-05-2024 01:02:44,-0.78300005, 5.5800004, 11.358001
27-05-2024 01:03:03,-0.53595, 4.33995, 10.693951
27-05-2024 01:03:20,0.76305, 5.97795, 9.873
27-05-2024 01:03:37,0.72705, 3.9490502, 11.346001
27-05-2024 01:03:59,1.422, 3.8509502, 11.86995
27-05-2024 01:04:17,0.89295006, 3.7720501, 11.923051
27-05-2024 01:04:29,0.51405, 3.9570003, 8.875951
27-05-2024 01:04:44,0.51900005, 4.191, 9.121051
27-05-2024 01:05:05,-0.9289501, 3.384, 9.121051
27-05-2024 01:05:28,0.27495003, 3.2910001, 9.418051
27-05-2024 01:05:40,0.33705002, 3.0030003, 9.53505
27-05-2024 01:05:53,-0.21000001, 3.696, 9.142051
27-05-2024 01:06:19,0.28395, 3.2719502, 9.375
27-05-2024 01:06:39,0.76095, 3.0540001, 9.172951
27-05-2024 01:07:16,-0.01905, 3.6880503, 9.07005
27-05-2024 01:07:26,-3.69, 8.971951, -0.91095006
27-05-2024 01:08:09,-1.389, 5.8219504, 7.899
27-05-2024 01:09:10,0.95295006, 3.83505, 9.06105
27-05-2024 01:09:21,0.39705002, 5.736, 7.5589504
27-05-2024 01:09:59,-6.6649504, -2.70495, 0.50295
27-05-2024 01:11:35,-5.1610503, 0.93405, 0.23805001
27-05-2024 01:11:45,-3.0679502, 2.26305, 10.26795
27-05-2024 01:12:14,-0.025950002, 0.32805002, 9.790951
27-05-2024 01:14:10,-0.01905, 0.30900002, 9.8220005
27-05-2024 01:14:21,-0.052050002, 0.27600002, 9.82005
27-05-2024 01:16:11,10.554001, 0.72300005, 8.32995
27-05-2024 01:16:26,-0.10305001, 3.13995, 9.207001
27-05-2024 01:16:41,-2.26095, 0.00705, -10.27995
27-05-2024 01:18:21,0.363, -0.05595, -9.969001
27-05-2024 01:18:35,-10.02495, 2.2420502, -4.81995
27-05-2024 01:18:49,0.006, 0.108, -10.015051
27-05-2024 01:19:55,-0.342, -0.21000001, -11.689051
27-05-2024 01:20:14,0.20805001, 0.261, 9.729
27-05-2024 01:20:37,2.13105, 2.05695, 11.626051
27-05-2024 01:21:24,-14.04705, 0.68505, -7.2120004
27-05-2024 01:21:35,0.43800002, 3.79905, 9.12495
27-05-2024 01:23:44,0.59295005, 1.8510001, 9.53505
27-05-2024 01:25:38,0.35595003, 0.33105, 9.81
27-05-2024 01:27:41,0.73200005, -0.28905, 9.65205
27-05-2024 01:27:52,0.28695002, 0.28305, 9.79395
27-05-2024 01:28:12,-5.2590003, 2.7520502, 8.00205
27-05-2024 01:28:25,1.71405, 3.624, 8.40495
27-05-2024 01:28:42,0.35595003, 0.28695002, 9.82695
27-05-2024 01:29:09,0.36105, 0.27105, 9.73095
27-05-2024 01:29:23,0.555, 0.38805002, 9.757951
27-05-2024 01:29:39,-0.165, 2.57505, 9.19995
27-05-2024 01:30:46,-5.09595, 8.191051, 0.693
27-05-2024 01:30:57,2.2699502, 2.6590502, 11.523001
27-05-2024 01:31:08,4.464, 8.826, 1.02795
27-05-2024 01:31:34,-2.4139502, 2.3710501, 11.53695
27-05-2024 01:31:46,0.588, 6.19605, 10.119
27-05-2024 01:32:39,0.39705002, 3.3319502, 9.573001
27-05-2024 01:34:15,0.624, -0.49005002, -9.19995
27-05-2024 01:35:16,0.07095, -0.102000006, -9.98595
