timestamp,Infrared to Red Signal Ratio
03/22/24 07:26:07,0
03/22/24 08:50:25,9
03/22/24 08:51:25,18
03/22/24 08:52:25,0
03/22/24 08:53:25,-19
03/22/24 08:54:25,0
03/22/24 08:55:25,0
03/22/24 08:56:25,18
03/22/24 08:57:25,27
03/22/24 08:58:25,-12
03/22/24 08:59:25,5
03/22/24 09:00:27,-17
03/22/24 09:01:27,0
03/22/24 09:02:27,-6
03/22/24 09:03:27,0
03/22/24 09:04:27,0
03/22/24 09:05:27,1
03/22/24 09:06:27,0
03/22/24 09:07:27,3
03/22/24 09:08:27,0
03/22/24 09:09:27,0
03/22/24 09:10:27,0
03/22/24 09:11:27,-1
03/22/24 09:12:29,30
03/22/24 09:13:29,16
03/22/24 09:14:29,47
03/22/24 09:15:29,-3
03/22/24 09:16:29,0
03/22/24 09:17:29,11
03/22/24 09:18:29,0
03/22/24 09:19:29,0
03/22/24 09:20:29,0
03/22/24 09:21:29,0
03/22/24 09:22:29,0
03/22/24 09:23:29,0
03/22/24 09:24:29,0
03/22/24 09:25:29,0
03/22/24 09:27:59,0
03/22/24 09:28:59,0
03/22/24 09:29:59,0
03/22/24 09:30:59,0
03/22/24 09:31:59,0
03/22/24 09:32:59,0
03/22/24 09:33:59,0
03/22/24 09:34:59,0
03/22/24 09:35:59,0
03/22/24 09:36:59,0
03/22/24 09:37:59,0
03/22/24 09:38:59,0
03/22/24 09:39:59,0
03/22/24 09:40:59,0
03/22/24 09:41:59,0
03/22/24 09:42:59,0
03/22/24 09:43:59,0
03/22/24 09:44:59,0
03/22/24 09:45:59,0
03/22/24 09:46:59,0
03/22/24 09:47:59,0
03/22/24 09:48:59,0
03/22/24 09:49:59,0
03/22/24 09:50:59,0
03/22/24 09:51:59,0
03/22/24 09:52:59,0
03/22/24 09:53:59,0
03/22/24 09:54:59,0
03/22/24 09:55:59,0
03/22/24 09:56:59,0
03/22/24 09:57:59,0
03/22/24 09:58:59,0
03/22/24 09:59:59,0
03/22/24 10:00:59,0
03/22/24 10:01:59,0
03/22/24 10:03:00,0
03/22/24 10:04:00,0
03/22/24 10:05:00,0
03/22/24 10:06:00,0
03/22/24 10:07:00,0
03/22/24 10:08:00,0
03/22/24 10:09:00,0
03/22/24 10:10:00,0
03/22/24 10:11:00,0
03/22/24 10:12:00,0
03/22/24 10:13:00,0
03/22/24 10:14:00,0
03/22/24 10:15:00,0
03/22/24 10:16:00,0
03/22/24 10:17:00,0
03/22/24 10:18:00,0
03/22/24 10:19:00,0
03/22/24 10:20:00,0
03/22/24 10:21:00,0
03/22/24 10:30:21,0
03/22/24 10:31:21,0
03/22/24 10:32:21,0
03/22/24 10:42:50,-11
03/22/24 10:43:50,-4
03/22/24 10:44:50,0
03/22/24 10:45:50,-6
03/22/24 10:46:50,-1
03/22/24 10:47:50,-8
03/22/24 10:48:50,0
03/22/24 10:49:50,-1
03/22/24 10:50:50,8
03/22/24 10:51:50,-26
03/22/24 10:52:50,0
03/22/24 10:53:50,-7
03/22/24 10:54:50,0
03/22/24 12:17:20,0
03/22/24 12:18:20,0
03/22/24 12:19:20,6
03/22/24 12:20:20,-8
03/22/24 12:21:20,26
03/22/24 12:22:20,-2
03/22/24 12:23:20,21
03/22/24 12:24:20,0
03/22/24 12:25:20,0
03/22/24 12:26:20,-6
03/22/24 12:27:20,-8
03/22/24 12:28:20,48
03/22/24 12:29:20,-7
03/22/24 12:30:20,0
03/22/24 12:31:20,0
03/22/24 12:32:20,0
03/22/24 12:33:20,0
03/22/24 12:34:20,0
03/22/24 12:35:20,0
03/22/24 12:36:20,0
03/22/24 12:37:20,0
03/22/24 12:38:20,0
03/22/24 12:39:20,0
03/22/24 12:40:20,0
03/22/24 12:41:20,0
03/22/24 12:42:20,0
03/22/24 12:43:20,0
03/22/24 12:44:20,0
03/22/24 12:45:20,0
03/22/24 12:46:20,0
03/22/24 12:47:20,0
03/22/24 12:48:20,0
03/22/24 12:49:20,0
03/22/24 12:50:20,0
03/22/24 12:51:20,0
03/22/24 12:52:20,0
03/22/24 12:53:20,0
03/22/24 12:54:20,0
03/22/24 12:55:20,0
03/22/24 12:56:20,0
03/22/24 12:57:20,0
03/22/24 12:58:20,0
03/22/24 12:59:20,0
03/22/24 13:00:20,0
03/22/24 13:01:20,0
03/22/24 13:02:20,0
03/22/24 13:03:20,0
03/22/24 13:04:20,0
