timestamp,Infrared to Red Signal Ratio
07/24/22 08:46:41,0
07/24/22 08:47:41,0
07/24/22 08:48:41,0
07/24/22 08:49:41,0
07/24/22 08:50:41,0
07/24/22 08:51:41,0
07/24/22 08:52:41,0
07/24/22 08:53:41,0
07/24/22 08:54:41,0
07/24/22 08:55:41,0
07/24/22 08:56:42,0
07/24/22 08:57:42,0
07/24/22 08:58:42,0
07/24/22 08:59:42,0
07/24/22 09:00:42,0
07/24/22 09:01:42,0
07/24/22 09:02:42,0
07/24/22 09:03:43,0
07/24/22 09:04:43,0
07/24/22 09:05:43,0
07/24/22 09:06:43,0
07/24/22 09:07:43,0
07/24/22 09:08:43,0
07/24/22 09:09:43,0
07/24/22 09:10:43,0
07/24/22 09:11:43,0
07/24/22 09:12:43,0
07/24/22 09:13:43,0
07/24/22 09:14:43,0
07/24/22 09:15:43,0
07/24/22 09:16:43,0
07/24/22 09:17:43,0
07/24/22 09:18:43,0
07/24/22 09:19:43,0
07/24/22 09:20:43,0
07/24/22 09:21:44,0
07/24/22 09:22:44,0
07/24/22 09:23:44,0
07/24/22 09:24:44,0
07/24/22 09:25:44,0
07/24/22 09:26:44,0
07/24/22 09:27:45,0
07/24/22 09:28:45,0
07/24/22 09:29:46,0
07/24/22 09:30:46,0
07/24/22 09:31:46,0
07/24/22 09:32:46,0
07/24/22 09:33:46,0
07/24/22 09:34:46,0
07/24/22 09:35:46,0
07/24/22 09:36:46,0
07/24/22 09:37:46,0
07/24/22 09:38:46,0
07/24/22 09:39:46,0
07/24/22 09:40:46,0
07/24/22 09:41:46,0
07/24/22 09:42:46,0
07/24/22 09:43:46,0
07/24/22 09:44:46,0
07/24/22 09:45:46,0
07/24/22 09:46:46,6
07/24/22 09:47:46,0
07/24/22 09:48:46,1
07/24/22 09:49:47,3
07/24/22 09:50:49,10
07/24/22 09:51:49,2
07/24/22 09:52:49,0
07/24/22 09:53:49,0
07/24/22 09:54:49,0
07/24/22 09:55:49,0
07/24/22 09:56:49,0
07/24/22 09:57:50,0
07/24/22 09:58:50,0
07/24/22 09:59:50,1
07/24/22 10:00:51,-5
07/24/22 10:01:51,-8
07/24/22 10:02:51,0
07/24/22 10:03:51,6
07/24/22 10:04:51,0
07/24/22 10:05:51,-1
07/24/22 10:06:51,5
07/24/22 10:07:51,-6
07/24/22 10:08:51,1
07/24/22 10:09:52,-1
07/24/22 10:10:52,-7
07/24/22 10:11:52,0
07/24/22 10:12:52,-4
07/24/22 10:13:52,2
07/24/22 10:14:52,0
07/24/22 10:15:52,0
07/24/22 10:16:52,0
07/24/22 10:17:52,0
07/24/22 10:18:52,0
07/24/22 10:19:52,0
07/24/22 10:20:53,0
07/24/22 10:21:53,0
07/24/22 10:22:53,0
07/24/22 10:23:53,0
07/24/22 10:24:53,0
07/24/22 10:25:53,-4
07/24/22 10:26:53,0
07/24/22 10:27:54,4
07/24/22 10:28:54,0
07/24/22 10:29:54,0
07/24/22 10:30:54,4
07/24/22 10:31:54,0
07/24/22 10:32:54,0
07/24/22 10:33:54,0
07/24/22 10:34:54,0
07/24/22 10:35:54,0
07/24/22 10:36:55,0
07/24/22 10:37:55,0
07/24/22 10:38:55,0
07/24/22 10:39:55,0
07/24/22 10:40:55,0
07/24/22 10:41:55,0
07/24/22 10:42:56,0
07/24/22 10:43:56,0
07/24/22 10:44:56,0
07/24/22 10:57:33,0
07/24/22 10:58:33,0
07/24/22 10:59:33,0
07/24/22 11:00:33,0
07/24/22 11:01:33,0
07/24/22 11:02:33,0
07/24/22 11:03:33,0
07/24/22 11:04:33,0
07/24/22 11:05:33,0
07/24/22 11:06:33,0
07/24/22 11:07:33,0
07/24/22 11:08:33,7
07/24/22 11:09:33,0
07/24/22 11:10:33,0
07/24/22 11:11:33,0
07/24/22 11:12:33,0
07/24/22 11:13:33,0
07/24/22 11:14:33,0
07/24/22 11:15:33,0
07/24/22 11:16:33,0
07/24/22 11:17:33,0
07/24/22 11:18:33,0
07/24/22 11:19:33,0
07/24/22 11:20:33,0
07/24/22 11:21:33,0
07/24/22 11:22:33,5
07/24/22 11:23:33,0
07/24/22 11:24:33,-6
07/24/22 11:25:33,0
07/24/22 11:26:33,0
07/24/22 11:27:33,0
07/24/22 11:28:33,0
07/24/22 11:59:05,0
07/24/22 12:00:05,0
07/24/22 12:01:05,0
07/24/22 12:02:05,0
07/24/22 12:03:05,0
07/24/22 12:04:05,0
07/24/22 12:05:05,0
07/24/22 12:06:05,0
07/24/22 12:07:05,0
07/24/22 12:08:05,0
07/24/22 12:09:05,0
07/24/22 12:10:05,0
07/24/22 12:11:05,0
07/24/22 12:12:05,0
07/24/22 12:13:05,0
07/24/22 12:14:05,0
07/24/22 12:15:05,0
07/24/22 12:16:05,0
07/24/22 12:17:05,0
07/24/22 12:18:05,0
07/24/22 12:19:05,0
07/24/22 12:20:05,0
07/24/22 12:21:05,0
07/24/22 12:22:05,0
07/24/22 12:23:05,0
07/24/22 12:24:05,0
07/24/22 12:25:05,0
07/24/22 12:26:05,0
07/24/22 12:27:05,0
07/24/22 12:28:06,0
07/24/22 12:29:06,0
07/24/22 12:30:06,0
07/24/22 12:31:06,0
07/24/22 12:32:06,0
07/24/22 12:33:06,0
07/24/22 12:34:06,0
07/24/22 12:35:06,0
07/24/22 12:36:06,0
07/24/22 12:37:06,0
07/24/22 12:38:06,8
07/24/22 12:39:06,4
07/24/22 12:40:06,0
07/24/22 12:41:06,-1
07/24/22 12:42:06,0
07/24/22 12:43:07,-5
07/24/22 12:44:07,0
07/24/22 12:45:07,-6
07/24/22 12:46:07,0
07/24/22 12:47:07,1
07/24/22 12:48:08,0
07/24/22 12:49:08,0
07/24/22 12:50:08,0
07/24/22 12:51:08,0
07/24/22 12:52:08,0
07/24/22 12:53:08,0
07/24/22 12:54:08,0
07/24/22 12:55:08,0
07/24/22 12:56:08,0
07/24/22 12:57:08,0
07/24/22 12:58:08,0
07/24/22 12:59:08,0
07/24/22 13:00:08,0
07/24/22 13:01:08,0
07/24/22 13:02:08,0
07/24/22 13:03:08,0
07/24/22 13:04:08,0
07/24/22 13:05:08,0
07/24/22 13:06:08,0
07/24/22 13:07:08,2
07/24/22 13:08:08,-14
07/24/22 13:09:08,0
07/24/22 13:10:08,0
07/24/22 13:11:08,0
07/24/22 13:12:08,0
07/24/22 13:13:08,0
07/24/22 13:14:08,0
07/24/22 13:15:08,0
07/24/22 13:16:08,0
07/24/22 13:17:08,0
07/24/22 13:18:08,0
07/24/22 13:19:08,0
07/24/22 13:20:08,0
07/24/22 13:21:08,0
07/24/22 13:22:08,0
07/24/22 13:23:08,0
07/24/22 13:24:08,0
07/24/22 13:25:08,0
07/24/22 13:26:08,0
07/24/22 13:27:08,0
07/24/22 13:28:08,0
07/24/22 13:29:08,0
07/24/22 13:30:08,0
07/24/22 13:31:08,0
07/24/22 13:32:08,0
07/24/22 13:33:09,0
07/24/22 13:34:09,0
07/24/22 13:35:09,0
07/24/22 13:36:09,0
07/24/22 13:37:09,0
07/24/22 13:38:09,0
07/24/22 13:39:09,0
07/24/22 13:40:09,0
07/24/22 13:41:09,0
07/24/22 13:42:09,0
07/24/22 13:43:09,0
07/24/22 13:44:09,0
07/24/22 13:45:09,0
07/24/22 13:46:09,0
07/24/22 13:47:09,0
07/24/22 13:48:09,0
07/24/22 13:49:09,0
07/24/22 13:50:09,0
07/24/22 13:51:09,0
07/24/22 13:52:09,0
07/24/22 13:53:09,0
07/24/22 13:54:09,0
