timestamp,Infrared to Red Signal Ratio
06/27/22 20:36:32,0
06/27/22 20:37:32,0
06/27/22 20:38:32,0
06/27/22 20:39:32,0
06/27/22 20:40:32,0
06/27/22 20:41:32,-9
06/27/22 20:42:32,0
06/27/22 20:43:32,0
06/27/22 20:44:32,0
06/27/22 20:45:32,-28
06/27/22 20:46:32,0
06/27/22 20:47:32,0
06/27/22 20:48:32,0
06/27/22 20:49:32,-1
06/27/22 20:50:32,0
06/27/22 20:51:32,0
06/27/22 20:52:32,-39
06/27/22 20:53:32,-17
06/27/22 20:54:32,-43
06/27/22 20:55:32,-4
06/27/22 20:56:32,-12
06/27/22 20:57:32,0
06/27/22 20:58:32,-8
06/27/22 20:59:32,13
06/27/22 21:00:32,0
06/27/22 21:01:32,-14
06/27/22 21:02:32,-18
06/27/22 21:03:32,-13
06/27/22 21:04:32,0
